name,kind,shop,url,price,date
AMD Ryzen 9 3950x Retail – (AM4/16 Core/4.70GHz/70MB/105W) – 100-100000051WOF,gpu,Amazon,https://www.amazon.es/AMD-Ryzen-3950x-Retail-100-100000051WOF/dp/B07ZTYKLZW/ref=sr_1_16?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesadores+amd&qid=1602070275&sr=8-16,"744,73 ",yyy-mm-dd
"Intel bx80684i59600k - CPU intel Core i5-9600k 3.70ghz 9m lga1151 bx80684i59600k 984505, Gris",gpu,Amazon,https://www.amazon.es/Intel-BX80684I59600K-I5-9600K-3-70Ghz-Lga1151/dp/B07HHLX1R8/ref=sr_1_2?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-2,"197,94 ",yyy-mm-dd
"Intel BX80684I79700K - CPU INTEL Core I7-9700K 3.60GHZ 12M LGA1151 BX80684I79700K 985083, Gris",gpu,Amazon,https://www.amazon.es/Intel-BX80684I79700K-I7-9700K-3-60GHZ-LGA1151/dp/B07HHN6KBZ/ref=sr_1_4?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-4,"312,99 ",yyy-mm-dd
"Intel Core i5-9400F procesador 2,9 GHz Caja 9 MB Smart Cache",gpu,Amazon,https://www.amazon.es/Intel-i5-9400F-procesador-Smart-Cache/dp/B07S9M32FG/ref=sr_1_5?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-5,"129,91 ",yyy-mm-dd
Intel CPU CORE I5-9400F 2.90GHZ 9M LGA1151 NO GRAPHICS BX80684I59400F 999CVM,gpu,Amazon,https://www.amazon.es/I5-9400F-2-90GHZ-LGA1151-Graphics-BX80684I59400F/dp/B07MRCGQQ4/ref=sr_1_8?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-8,"133,86 ",yyy-mm-dd
"Intel Core i9-10900 - Procesador (2,80 GHz, zócalo LGA1200, 65 W, Caja BX8070110900)",gpu,Amazon,https://www.amazon.es/Intel-Core-i9-10900-Procesador-BX8070110900/dp/B0883P56BM/ref=sr_1_15?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-15,"454,95 ",yyy-mm-dd
"Intel Bx80684I99900K Intel Core I9-9900K - Procesador , 3.60Ghz, 16 MB, LGA1151, Gris",gpu,Amazon,https://www.amazon.es/Intel-Bx80684I99900K-I9-9900K-3-60Ghz-Lga1151/dp/B005404P9I/ref=sr_1_13?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-13,"416,98 ",yyy-mm-dd
"Intel Core i5-10400 - Procesador (2,90 GHz; zócalo LGA1200; 65 W)",gpu,Amazon,https://www.amazon.es/Intel-Core-i5-10400-Procesador-LGA1200/dp/B0883NPQST/ref=sr_1_14?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-14,"169,85 ",yyy-mm-dd
"Intel Core i7-10700K - Procesador (3,80 GHz; Casquillo LGA1200; Caja de 125 W)",gpu,Amazon,https://www.amazon.es/Intel-Core-i7-10700K-Procesador-Casquillo/dp/B0883P8CNM/ref=sr_1_16?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-16,"369,96 ",yyy-mm-dd
"Intel Core i9-10900X LGA2066 X299 Series - Procesador de sobremesa (10 núcleos hasta 4,7 GHz, 165 W) 10 Kerne 3.7 GHz",gpu,Amazon,https://www.amazon.es/Intel-Core-i9-10900X-LGA2066-X299/dp/B07YP69HTM/ref=sr_1_28?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-28,"646,90 ",yyy-mm-dd
"Procesador Intel Core i9-10900X Serie X de 10 núcleos con 3,7 GHz (hasta 4,7 GHz con Turbo Boost 3.0, LGA2066 X299 Series 165 W)",gpu,Amazon,https://www.amazon.es/Procesador-Intel-i9-10900X-n%C3%BAcleos-LGA2066/dp/B07ZQN8V6S/ref=sr_1_32?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesador+intel&qid=1602070578&sr=8-32,"628,17 ",yyy-mm-dd
"Portátil gaming - MSI Prestige 15, 15.6"" FHD, Intel® Core™ i7-10710U, 16GB, 512+512 GB, GTX1650, W10H, Plata",laptop,Mediamarkt,https://www.mediamarkt.es/es/product/_port%C3%A1til-gaming-msi-prestige-15-15-6-fhd-intel%C2%AE-core%E2%84%A2-i7-10710u-16gb-512-512-gb-gtx1650-w10h-plata-1485804.html,1649,yyy-mm-dd
"MSI Prestige 15 A10SC-044XES Intel Core i7-10710U/16GB/512GB SSD/GTX 1650/15.6""",laptop,PC Componentes,https://www.pccomponentes.com/msi-prestige-15-a10sc-044xes-intel-core-i7-10710u-16gb-512gb-ssd-gtx-1650-156,1249,yyy-mm-dd
"MSI Prestige 15 A10SC-293XES Intel Core i7-10710U/32GB/1TB SSD/GTX 1650/15.6""",laptop,PC Componentes,https://www.pccomponentes.com/msi-prestige-15-a10sc-293xes-intel-core-i7-10710u-32gb-1tb-ssd-gtx-1650-156,1599,yyy-mm-dd
"Dell XPS 7390 Intel Core i7-10510U/16GB/512GB SSD/13.3""",laptop,PC Componentes,https://www.pccomponentes.com/dell-xps-7390-intel-core-i7-10510u-16gb-512gb-ssd-133,1676.79,yyy-mm-dd
"Dell XPS 15 7590 Intel Core i7-9750H/16GB/512GB SSD/GTX 1650/15.6""",laptop,PC Componentes,https://www.pccomponentes.com/dell-xps-15-7590-intel-core-i7-9750h-16gb-512gb-ssd-gtx-1650-156,1449,yyy-mm-dd
"Asus Zenbook 14 UX431FL-AM049T Intel Core i7-10510U/16GB/512GB SSD/MX250/14""",laptop,PC Componentes,https://www.pccomponentes.com/asus-zenbook-14-ux431fl-am049t-intel-core-i7-10510u-16gb-512gb-ssd-mx250-14,1099.98,yyy-mm-dd
"Asus Zenbook 14 UX431FA-AM128 Intel Core i7-10510U/16GB/512GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/asus-zenbook-14-ux431fa-am128-intel-core-i7-10510u-16gb-512gb-ssd-14,899.99,yyy-mm-dd
"Asus ZenBook 14 UX434FAC-A5188T Intel Core i7-10510U/16GB/512GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/asus-zenbook-14-ux434fac-a5188t-intel-core-i7-10510u-16gb-512gb-ssd-14,1299,yyy-mm-dd
"Asus Zenbook UX325JA-EG007T Intel Core i7-1065G7/16GB/512GB SSD/13.3""",laptop,PC Componentes,https://www.pccomponentes.com/asus-zenbook-ux325ja-eg007t-intel-core-i7-1065g7-16gb-512gb-ssd-133,1127.6,yyy-mm-dd
"Asus ZenBook 14 BX425JA-BM145R Intel Core i7-1065G7/16GB/512GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/asus-zenbook-14-bx425ja-bm145r-intel-core-i7-1065g7-16gb-512gb-ssd-14,1245,yyy-mm-dd
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e490-intel-core-i5-8265u-8gb-512gb-ssd-14,898.99,yyy-mm-dd
"Lenovo ThinkPad E595 AMD Ryzen 5 3500U/16GB/512GB SSD/15.6""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e595-amd-ryzen-5-3500u-16gb-512gb-ssd-156,849,yyy-mm-dd
"Lenovo ThinkPad E14 Intel Core i5-10210U/8GB/512GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e14-intel-core-i5-10210u-8gb-512gb-ssd-14,933.45,yyy-mm-dd
"Lenovo ThinkPad E15 Intel Core i5-10210U/8GB/512GB SSD/15.6""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e15-intel-core-i5-10210u-8gb-512gb-ssd-156,846.59,yyy-mm-dd
"Lenovo ThinkPad E15 Intel Core i5-10210U/8GB/256GB SSD/15.6""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e15-intel-core-i5-10210u-8gb-256gb-ssd-156,798.99,yyy-mm-dd
"Lenovo ThinkPad E14 Intel Core i5-10210U/8GB/256GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e14-intel-core-i5-10210u-8gb-256gb-ssd-14,799,yyy-mm-dd
"Lenovo ThinkPad E14 AMD Ryzen 5 4500U/16GB/512GB SSD/14""",laptop,PC Componentes,https://www.pccomponentes.com/lenovo-thinkpad-e14-amd-ryzen-5-4500u-16gb-512gb-ssd-14,910.59,yyy-mm-dd
AOC Gaming 24G2U 24' LED IPS FullHD 144Hz FreeSync,screen,PC Componentes,https://www.pccomponentes.com/aoc-gaming-24g2u-24-led-ips-fullhd-144hz-freesync,191,yyy-mm-dd
BenQ ZOWIE XL2411P 24' LED 144Hz e-Sports,screen,PC Componentes,https://www.pccomponentes.com/benq-zowie-xl2411p-24-led-144hz-e-sports,199,yyy-mm-dd
AOC Gaming C24G1 24' LED FullHD 144Hz FreeSync Curva,screen,PC Componentes,https://www.pccomponentes.com/aoc-gaming-c24g1-24-led-fullhd-144hz-freesync-curva,199,yyy-mm-dd
AOC G2590FX 24.5' LED FullHD 144Hz FreeSync,screen,PC Componentes,https://www.pccomponentes.com/aoc-g2590fx-245-led-fullhd-144hz-freesync,169.99,yyy-mm-dd
MSI Optix G24C4 23.6' LED FullHD 144Hz Freesync Curva,screen,PC Componentes,https://www.pccomponentes.com/msi-optix-g24c4-236-led-fullhd-144hz-freesync-curva,228.99,yyy-mm-dd
Viewsonic VX Series VX2458-MHD 23.6' LED FullHD 144Hz FreeSync,screen,PC Componentes,https://www.pccomponentes.com/viewsonic-vx-series-vx2458-mhd-236-led-fullhd-144hz-freesync,158.99,yyy-mm-dd
MSI Optix G271 27' LED IPS FullHD 144Hz FreeSync,screen,PC Componentes,https://www.pccomponentes.com/msi-optix-g271-27-led-ips-fullhd-144hz-freesync,299,yyy-mm-dd
Keep Out XGM24C+ 23.6' LED FullHD 144Hz FreeSync Curvo,screen,PC Componentes,https://www.pccomponentes.com/keep-out-xgm24c-236-led-fullhd-144hz-freesync-curvo,168.99,yyy-mm-dd
Samsung LC24RG50FQU 23.5' LED FullHD 144Hz FreeSync Curva,screen,PC Componentes,https://www.pccomponentes.com/samsung-lc24rg50fqu-235-led-fullhd-144hz-freesync-curva,179,yyy-mm-dd
MSI Optix G241 23.8' LED IPS FullHD 144Hz FreeSync,screen,PC Componentes,https://www.pccomponentes.com/msi-optix-g241-238-led-ips-fullhd-144hz-freesync,246.99,yyy-mm-dd
Asus VG248QZ 24' LED FullHD 144Hz ,screen,PC Componentes,https://www.pccomponentes.com/asus-vg248qz-24-led-fullhd-144hz,169.99,yyy-mm-dd
Asus VG248QE 24' LED 3D 144Hz,screen,PC Componentes,https://www.pccomponentes.com/asus-vg248qe-24--led-3d-144hz,199,yyy-mm-dd
AMD Ryzen 5 3600 3.6GHz BOX,cpu,PC Componentes,https://www.pccomponentes.com/amd-ryzen-5-3600-36ghz-box,202.9,yyy-mm-dd
AMD Ryzen 5 3400G 3.7GHz BOX,cpu,PC Componentes,https://www.pccomponentes.com/amd-ryzen-5-3400g-37ghz-box,139.9,yyy-mm-dd
AMD Ryzen 5 3600X 3.8GHz BOX,cpu,PC Componentes,https://www.pccomponentes.com/amd-ryzen-5-3600x-38ghz-box,219.91,yyy-mm-dd
AMD Ryzen 5 3500X 3.6GHz Box,cpu,PC Componentes,https://www.pccomponentes.com/amd-ryzen-5-3500x-36ghz-box,145.9,yyy-mm-dd
Procesador AMD Ryzen 5 2600 3.4 Ghz,cpu,PC Componentes,https://www.pccomponentes.com/procesador-amd-ryzen-5-2600-34-ghz,124.9,yyy-mm-dd
AMD Ryzen 7 3700X 3.6GHz BOX,cpu,PC Componentes,https://www.pccomponentes.com/amd-ryzen-7-3700x-36ghz-box,295.91,yyy-mm-dd
Intel Core i5-9400F 2.9GHz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i5-9400f-29ghz,129.91,yyy-mm-dd
Procesador AMD Ryzen 5 2600X 3.6 Ghz,cpu,PC Componentes,https://www.pccomponentes.com/procesador-amd-ryzen-5-2600x-36-ghz,149.89,yyy-mm-dd
Intel Core i5-9600K 3.7Ghz ,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i5-9600k-37ghz,194.89,yyy-mm-dd
Intel Core i7-10700K 3.80 GHz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i7-10700k-380-ghz,369.9,yyy-mm-dd
Intel Core i7-9700K 3.6Ghz ,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i7-9700k-36ghz,334.9,yyy-mm-dd
Intel Core i7-9700F 3GHz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i7-9700f-3ghz,275.9,yyy-mm-dd
AMD Ryzen 9 3900X 3.8 GHz BOX,cpu,PC Componentes,https://www.pccomponentes.com/amd-ryzen-9-3900x-38-ghz-box,449.9,yyy-mm-dd
Intel Core i7-9700 3 GHz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i7-9700-3-ghz,269.9,yyy-mm-dd
Intel Core i9-9900K 3.6 Ghz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i9-9900k-36-ghz,419.89,yyy-mm-dd
Intel Core i9-10900KF 3.70 GHz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i9-10900kf-370-ghz,529.9,yyy-mm-dd
Intel Core i9-10900K 3.70 GHz,cpu,PC Componentes,https://www.pccomponentes.com/intel-core-i9-10900k-370-ghz,569.9,yyy-mm-dd
Zotac GAMING GeForce RTX2060 6GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/zotac-gaming-geforce-rtx2060-6gb-gddr6,299.9,yyy-mm-dd
Gigabyte GeForce RTX 2060 OC 6GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-2060-oc-6gb-gddr6,329.89,yyy-mm-dd
EVGA GeForce RTX 2060 KO GAMING 6GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/evga-geforce-rtx-2060-ko-gaming-6gb-gddr6,330.75,yyy-mm-dd
EVGA GeForce RTX 2060 KO Ultra Gaming 6GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/evga-geforce-rtx-2060-ko-ultra-gaming-6gb-gddr6,299.9,yyy-mm-dd
Gigabyte GeForce RTX 2060 Super Gaming OC 3X 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-2060-super-gaming-oc-3x-8gb-gddr6,430.91,yyy-mm-dd
MSI GeForce RTX 2060 Super Gaming X 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/msi-geforce-rtx-2060-super-gaming-x-8gb-gddr6,459.9,yyy-mm-dd
MSI GeForce RTX 2060 SUPER Ventus GP OC 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/msi-geforce-rtx-2060-super-ventus-gp-oc-8gb-gddr6,424.9,yyy-mm-dd
Asus GeForce RTX 3070 Dual 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/asus-geforce-rtx-3070-dual-8gb-gddr6,549.9,yyy-mm-dd
Asus GeForce RTX 3070 Dual OC Edition 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/asus-geforce-rtx-3070-dual-oc-edition-8gb-gddr6,569.9,yyy-mm-dd
Asus ROG Strix Gaming GeForce RTX 3070 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/asus-rog-strix-gaming-geforce-rtx-3070-8gb-gddr6,649.9,yyy-mm-dd
Gigabyte GeForce RTX 3080 Gaming OC 10G 10GB GDDR6X,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-3080-gaming-oc-10g-10gb-gddr6x,879.9,yyy-mm-dd
MSI GeForce RTX 3080 VENTUS 3X OC 10GB GDDR6X,gpu,PC Componentes,https://www.pccomponentes.com/msi-geforce-rtx-3080-ventus-3x-oc-10gb-gddr6x,719.9,yyy-mm-dd
MSI GeForce RTX 3080 GAMING X TRIO 10GB GDDR6X,gpu,PC Componentes,https://www.pccomponentes.com/msi-geforce-rtx-3080-gaming-x-trio-10gb-gddr6x,799.89,yyy-mm-dd
Zotac GAMING GeForce RTX 3090 Trinity 24GB GDDR6X,gpu,PC Componentes,https://www.pccomponentes.com/zotac-gaming-geforce-rtx-3090-trinity-24gb-gddr6x,1549.95,yyy-mm-dd
Gigabyte GeForce RTX 3090 Gaming OC 24G 24GB GDDR6X,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-3090-gaming-oc-24g-24gb-gddr6x,1699.9,yyy-mm-dd
Asus TUF GeForce RTX 3090 Gaming OC 24GB GDDR6X,gpu,PC Componentes,https://www.pccomponentes.com/asus-tuf-geforce-rtx-3090-gaming-oc-24gb-gddr6x,1609.91,yyy-mm-dd
????,gpu,PC Componentes,https://www.pccomponentes.com/tarjetas-graficas/gf-2080-series,????,yyy-mm-dd
Gigabyte GeForce RTX 2070 Super Gaming OC 3X 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-2070-super-gaming-oc-3x-8gb-gddr6,479.9,yyy-mm-dd
Gigabyte GeForce RTX 2070 Super Windforce OC 3X 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-2070-super-windforce-oc-3x-8gb-gddr6,469.9,yyy-mm-dd
Asus Dual GeForce RTX 2070 SUPER EVO OC Edition 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/asus-dual-geforce-rtx-2070-super-evo-oc-edition-8gb-gddr6,459.9,yyy-mm-dd
Gigabyte GeForce RTX 2080 SUPER GAMING OC Waterforce WB 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/gigabyte-geforce-rtx-2080-super-gaming-oc-waterforce-wb-8gb-gddr6,679.9,yyy-mm-dd
MSI GeForce RTX 2080 SUPER Gaming X Trio 8 GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/msi-geforce-rtx-2080-super-gaming-x-trio-8-gb-gddr6,935.29,yyy-mm-dd
Asus Dual GeForce RTX 2080 SUPER EVO V2 OC Edition 8GB GDDR6,gpu,PC Componentes,https://www.pccomponentes.com/asus-dual-geforce-rtx-2080-super-evo-v2-oc-edition-8gb-gddr6,875.66,yyy-mm-dd
"Monitor gaming - Samsung LC24RG50 24'', Curvo, Full HD, 4 ms, 144 Hz, Negro",screen,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-samsung-lc24rg50-24-curvo-full-hd-4-ms-144-hz-negro-1452823.html,179,yyy-mm-dd
"Monitor gaming - AOC G2460PF, Full HD, 144Hz, 1ms, 24'",screen,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-aoc-g2460pf-full-hd-144hz-1ms-24-1310405.html,224,yyy-mm-dd
"Monitor gaming - MSI OPTIX G241, 23.8' LED IPS, Full-HD, 1 ms, 144Hz, FreeSync, HDMI, Negro",screen,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-msi-optix-g241-23-8-led-ips-full-hd-1-ms-144hz-freesync-hdmi-negro-1475191.html,247,yyy-mm-dd
"Monitor gaming - HP 24x, 23.8', Full HD, 1 ms, 144 Hz, Negro",screen,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-hp-24x-23-8-full-hd-1-ms-144-hz-negro-1467147.html,209,yyy-mm-dd
"Monitor Gaming - Asus VG248QE, Gaming,24', TN, FHD,144 Hz,1ms,350 nits, DisplayPort",screen,Mediamarkt,https://www.mediamarkt.es/es/product/_monitor-gaming-asus-vg248qe-gaming-24-tn-fhd-144-hz-1ms-350-nits-displayport-1187193.html,199,yyy-mm-dd
"BenQ ZOWIE XL2411P - Monitor Gaming de 24' FullHD (1920x1080, 1ms, 144Hz, HDMI, Black eQualizer, Color Vibrance, DisplayPort, DVI-DL, Flicker-free, Altura Ajustable) - Gris Oscuro",screen,Amazon,https://www.amazon.es/BenQ-ZOWIE-XL2411P-Sport-DisplayPort/dp/B075JGL4WV/ref=sr_1_1?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602066197&sprefix=monitores+144%2Caps%2C172&sr=8-1,"199,00 ",yyy-mm-dd
"Samsung C24RG52 - Monitor Curvo Gaming de 24'' (Full HD, 4ms, 144 Hz, FreeSync, Flicker-Free, LED, VA, 16:9, 3000:1, 1800R, 250 cd/m², 178°, HDMI, Base en V) Negro",screen,Amazon,https://www.amazon.es/Samsung-C24RG52-Monitor-FreeSync-Flicker-Free/dp/B083T2NH8P/ref=sr_1_2?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-2,"179,99 ",yyy-mm-dd
"AOC 24G2U/BK Monitor Gaming de 24' Full HD e-Sports (IPS, 1ms, AMD FreeSync, 144Hz, Sin Marco, Ajustable en altura y FlickerFree)",screen,Amazon,https://www.amazon.es/AOC-24G2U-BK-Ajustable-FlickerFree/dp/B07Y3RYLVH/ref=sr_1_4?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-4,"191,00 ",yyy-mm-dd
"ViewSonic VX2458-C-MHD Monitor Gaming Curvo Full HD 24' AMD FreeSync (144Hz, 1ms, 1080p, 1800R, DVI, HDMI, DisplayPort, 2X Altavoces 3W) Negro",screen,Amazon,https://www.amazon.es/Mon-24-1920X1080-16-144HZ/dp/B07H5GNR18/ref=sr_1_5?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-5,"169,00 ",yyy-mm-dd
"ASUS VG248QE Serie VG248 - Monitor de Gaming de 24' (Full-HD 1920x1080, 1 ms, Free-Sync, HDMI x2, DisplayPort, D-Sub Flicker-Free, Panel TN, altavoces, con base ergonómica), color Negro",screen,Amazon,https://www.amazon.es/ASUS-VG248QE-1920x1080-Altavoces-DisplayPort/dp/B00B19T7QC/ref=sr_1_9?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-9,"199,00 ",yyy-mm-dd
"AOC G2590FX- Monitor de 24.5' 144 Hz Full HD (1920 x 1080 Pixeles, 1 ms, FreeSync, Flickerfree, Shadow Control, Displayport, HDMI)",screen,Amazon,https://www.amazon.es/AOC-Gaming-G2590FX-Pantalla-Plana/dp/B07D377Q6D/ref=sr_1_11?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-11,"169,99 ",yyy-mm-dd
Lenovo G25-10 24.5 ' FHD TN G-Sync Gaming Monitor 144 Hz 1 ms HDMI+DP 3 lados sin bordes Regulable en altura - Negro,screen,Amazon,https://www.amazon.es/Lenovo-G25-Pantalla-respuesta-FreeSync/dp/B082MZM43X/ref=sr_1_15?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-15,"199,00 ",yyy-mm-dd
"Prechen Monitor Gaming 23.8 Pulgadas Full HD 1920x1080 Pixeles,IPS,144 Hz, 3 ms,Puerto VGA/HDMI,Brillo Inteligente/Menos luz Azul/Marco Ultrafino,Negro",screen,Amazon,https://www.amazon.es/Prechen-Pulgadas-1920x1080-Inteligente-Ultrafino/dp/B08CX74C45/ref=sr_1_16?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-16,"169,99 ",yyy-mm-dd
"Thinlerain - Monitor 24 Pulgadas 144 Hz, Full HD 1920 x 1080 IPS Pantalla LED Monitor Juegos, (5 ms, HDMI/VGA), Color Negro",screen,Amazon,https://www.amazon.es/Thinlerain-Monitor-Pulgadas-Pantalla-Juegos/dp/B089XYB72K/ref=sr_1_18?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=3H3OEELUC7P8V&dchild=1&keywords=monitores+144+hz&qid=1602069903&refinements=p_n_feature_browse-bin%3A949750031%7C949751031&rnid=949747031&s=computers&sprefix=monitores+144%2Caps%2C172&sr=1-18,"169,99 ",yyy-mm-dd
"AMD Ryzen 7 2700X - Procesador con disipador de calor Wraith Prism (16 MB, 8 núcleos, velocidad de 4.35 GhZ, 105 W)",cpu,Amazon,https://www.amazon.es/AMD-Ryzen-2700X-Procesador-disipador/dp/B07B428M7F/ref=sr_1_1?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesadores+amd&qid=1602070275&sr=8-1,"179,90 ",yyy-mm-dd
"AMD Ryzen 5 3400G, Procesador con Disipador de Calor Wraith Spire (4 MB, 4 Núcleos, Velocidad de 4.2 GHz, 65W)",cpu,Amazon,https://www.amazon.es/AMD-Ryzen-3400G-Procesador-Disipador/dp/B07SXNDKNM/ref=sr_1_2?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesadores+amd&qid=1602070275&sr=8-2,"138,80 ",yyy-mm-dd
"AMD Ryzen 5 3600 - Procesador con disipador de calor Wraith Stealth (35 MB, 6 núcleos, velocidad de 4.2 GHz, 65 W)",cpu,Amazon,https://www.amazon.es/AMD-Ryzen-3600-Procesador-disipador/dp/B07STGGQ18/ref=sr_1_3?__mk_es_ES=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=procesadores+amd&qid=1602070275&sr=8-3,"202,90 ",yyy-mm-dd
